hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,name,email,phone-number,credit_card,reservation_status_date
City Hotel,0,76,2017,November,47,25,2,2,1,2.0,0,BB,,Direct,Direct,0,0,0,F,F,0,No Deposit,12.0,179.0,0,Transient,225.05,0,2,Check-Out,Jessica Smith,imahoney@example.org,666-606-4858,3543578142037004,2025-10-08
City Hotel,0,51,2017,March,12,21,1,3,3,1.0,0,SC,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,12.0,179.0,0,Transient,115.25,0,0,Check-Out,Stephen Mckee,allison10@example.net,524-850-4988x645,4157524911421,2024-05-12
Resort Hotel,1,18,2017,September,38,18,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,17.0,221.0,0,Transient,39.81,0,0,Check-Out,Sandra Aguilar,reneebrown@example.com,+1-845-812-6527,5295231191176175,2024-06-17
Resort Hotel,0,11,2017,August,32,7,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,179.0,0,Transient,143.23,0,1,Check-Out,Cameron Parker,alyssa73@example.net,431.355.2541x783,2268731023450888,2024-12-20
Resort Hotel,1,115,2017,February,9,24,4,10,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,239.0,179.0,0,Transient,140.57,0,1,Canceled,Rebecca Valencia,scott79@example.com,226-881-8685,349275624522064,2026-01-31
Resort Hotel,0,180,2017,November,46,13,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,331.0,0,Transient,53.65,0,0,Check-Out,Christine Wright,brendafox@example.net,345.285.6977,213158463155357,2024-11-15
City Hotel,0,15,2017,September,39,27,1,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,1,No Deposit,11.0,179.0,0,Transient,126.77,0,3,Check-Out,Richard Henson,josephmoran@example.net,756-488-2634x2423,4117515051076742,2026-02-20
City Hotel,0,100,2017,November,45,7,2,4,3,2.0,0,BB,,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,179.0,0,Contract,163.38,0,2,Check-Out,Marc Moore,joel15@example.org,787.800.5251x36272,3593318358803222,2025-07-25
City Hotel,0,0,2017,November,47,24,0,1,3,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,8.0,179.0,0,Transient,105.09,0,1,Check-Out,Sharon Cherry,toddheath@example.org,982-611-4084,4952090073561715,2025-06-04
Resort Hotel,1,155,2017,February,9,29,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,179.0,0,Transient,241.68,0,0,Canceled,Sierra Johnson,samuelhill@example.org,(861)454-7121,3504540928554286,2025-07-04
Resort Hotel,0,45,2017,March,13,24,2,2,2,2.0,0,BB,POL,Online TA,Direct,0,0,0,G,G,2,No Deposit,246.0,179.0,0,Transient,252.0,1,1,Check-Out,Evelyn Galvan,miranda18@example.com,857.733.2006x1193,4237002939094044287,2025-01-10
Resort Hotel,0,10,2017,January,4,24,1,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,331.0,0,Transient,53.7,1,0,Check-Out,Sharon Cochran,monicadiaz@example.com,(797)448-0233,3549963769582835,2025-08-12
City Hotel,1,43,2017,September,38,17,1,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,145.0,0,0,Check-Out,Richard Rodriguez,yschroeder@example.net,558.645.9638,213144926031567,2024-08-06
City Hotel,1,200,2017,April,18,30,1,4,3,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,179.0,0,Transient,252.0,0,0,No-Show,Shannon Walker,rogersmatthew@example.org,(807)349-1698x1555,6514527430274629,2024-07-24
Resort Hotel,0,146,2017,May,20,14,2,5,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,248.0,179.0,0,Transient,202.47,1,1,Check-Out,Julia Torres,brianpalmer@example.net,696.404.7510,6509008689737548,2025-11-06
City Hotel,0,149,2017,April,16,17,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,B,0,No Deposit,12.0,179.0,0,Transient,220.19,0,1,Check-Out,Crystal Johnson,nluna@example.com,525-784-6589x933,4382832173277571,2025-10-15
City Hotel,0,37,2017,January,2,6,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,I,0,No Deposit,11.0,179.0,0,Transient,0.46,1,0,Check-Out,Garrett Lin,jose87@example.com,617.968.5384x9940,4533628768874469158,2024-04-11
City Hotel,1,249,2017,December,51,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,1.0,179.0,0,Transient,83.99,0,0,Canceled,Diana May,leonardmatthew@example.net,327.697.2809x277,4574438753840731166,2025-01-14
Resort Hotel,1,0,2017,October,43,27,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,331.0,0,Transient,46.55,0,0,Canceled,William Herrera,william49@example.net,3049640879,4355505492067690,2024-12-06
City Hotel,1,166,2017,February,9,25,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,10.0,179.0,0,Transient,109.81,0,0,Canceled,Ashley Waller,dyermegan@example.net,661.788.5752,213188648978050,2024-06-13
Resort Hotel,1,401,2017,March,10,8,1,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,2.0,179.0,40,Transient-Party,104.63,0,0,Canceled,Victor Baker,dixonderek@example.com,(216)442-0118,4009676839563996,2025-07-08
City Hotel,1,155,2017,November,44,1,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,179.0,0,Transient,139.19,0,1,Canceled,Jeffrey Chandler,richard40@example.org,001-895-548-5211x21594,3550202311549349,2026-01-16
City Hotel,0,6,2017,April,16,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,12.0,179.0,0,Transient,118.51,1,0,Check-Out,Larry Dixon,anthony69@example.com,938.817.9842,344843292665245,2024-07-26
Resort Hotel,0,13,2017,March,10,3,2,2,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,238.0,179.0,0,Transient,247.08,1,0,Check-Out,Kenneth Scott,kristen93@example.com,001-701-577-0690,6576298374768423,2024-05-09
City Hotel,0,15,2017,August,32,11,1,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,10.0,179.0,0,Transient,100.86,0,1,Check-Out,April Frost,william10@example.net,870.719.3639,180093117772738,2024-09-17
City Hotel,0,13,2017,December,52,25,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,116.49,0,1,Check-Out,Michelle Harmon,elizabethgriffin@example.com,243-764-6296,4754613995459856,2025-03-13
City Hotel,1,441,2017,June,23,6,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,179.0,0,Transient-Party,84.05,0,0,Canceled,Helen Jones,sergio77@example.com,652-219-0926x7125,4151240295499703117,2025-11-12
Resort Hotel,0,5,2017,May,21,23,2,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,329.0,179.0,0,Transient,48.12,0,0,Check-Out,Erin Edwards,nathan25@example.com,276-908-3073x5460,3586146786135290,2025-12-10
City Hotel,1,177,2017,April,14,3,0,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,10.0,179.0,0,Transient,124.41,0,0,Canceled,Michelle Evans,martinezwillie@example.org,001-674-607-6856,6548356441452572,2024-06-13
Resort Hotel,1,66,2017,September,39,23,1,4,3,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,243.0,179.0,0,Transient,249.75,0,0,Canceled,Jason Powell,jill37@example.net,001-692-855-9334x88695,213128149809156,2024-06-20
Resort Hotel,0,41,2017,April,17,23,2,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,179.0,0,Transient,252.0,1,0,Check-Out,Cameron Fisher,bgilbert@example.com,+1-600-822-0976,3527108467436431,2024-09-26
City Hotel,0,191,2017,January,4,26,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,29.0,179.0,0,Transient-Party,110.95,0,0,Check-Out,Megan Orr,pagemorgan@example.com,(431)575-9596x274,4096863405332,2024-08-28
City Hotel,1,298,2017,December,2,31,0,3,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,182.0,179.0,0,Transient,101.05,0,0,Canceled,Elizabeth Kelley,amy49@example.net,241.528.3437,4158498466384,2025-05-01
City Hotel,1,47,2017,November,46,15,1,3,1,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,101.84,0,1,Canceled,Dustin Jordan,qmurray@example.net,352.869.6857x539,501858307157,2026-03-02
Resort Hotel,0,149,2017,May,18,1,1,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,D,2,Refundable,13.0,222.0,0,Transient-Party,224.58,0,0,Check-Out,Mary Marshall,grahamdavid@example.net,+1-891-839-4689x3327,213136611363289,2026-01-18
Resort Hotel,1,261,2017,February,8,23,0,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,245.0,179.0,0,Transient,208.74,0,0,Canceled,Daniel Kennedy,kristin71@example.org,963-498-4811,213189126648074,2025-03-16
City Hotel,0,1,2017,December,50,9,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,No Deposit,16.0,45.0,0,Transient,0.66,1,2,Check-Out,Rebecca Jackson,michael35@example.org,001-825-212-5748x15324,4334133225086451,2026-01-18
City Hotel,0,15,2017,December,51,20,2,1,2,2.0,0,BB,FRA,Direct,Direct,0,0,1,F,F,0,No Deposit,13.0,179.0,0,Transient,237.55,1,1,Check-Out,Jose Schultz,kimberlyjordan@example.com,+1-263-898-1808x5542,6532908995493838,2024-08-14
City Hotel,0,355,2017,January,3,17,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,11.0,60.0,0,Transient-Party,65.02,0,0,Check-Out,Robert Potter,bennettdavid@example.org,6995396007,2512750776774793,2025-03-07
City Hotel,0,12,2017,March,9,1,1,1,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,137.29,0,2,Check-Out,Courtney Gonzalez,travisfrazier@example.com,306-517-7238x20751,3522304697120920,2025-12-27
Resort Hotel,0,38,2017,March,11,15,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,238.0,179.0,0,Transient,140.04,0,1,Check-Out,David Alvarez,james14@example.com,486-457-9681x0320,2709217865696249,2025-02-18
City Hotel,1,52,2017,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,79.0,179.0,0,Transient-Party,81.1,0,0,Canceled,Angel Perry,steelejames@example.org,501-373-2815x954,378036558820435,2024-06-25
City Hotel,1,2,2017,June,25,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,112.99,0,0,Canceled,Cheyenne Horton,oescobar@example.org,(246)674-0094,6011732156591507,2024-04-18
Resort Hotel,0,223,2017,April,17,26,2,5,2,2.0,0,HB,,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,239.0,179.0,0,Transient,64.36,0,0,Check-Out,David Douglas Jr.,morgansusan@example.com,978.514.1195,4462070902471,2025-01-12
City Hotel,1,308,2017,March,12,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,179.0,0,Transient,92.7,0,0,Canceled,Patricia Rodriguez,kristygomez@example.net,(506)734-0513x00572,4611895914412461,2025-03-01
City Hotel,1,226,2017,April,14,2,2,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,239.0,179.0,0,Transient,116.01,0,0,Canceled,Christopher Rubio,pam56@example.org,327.891.8233,4942439617361202,2025-03-07
City Hotel,1,13,2017,December,51,16,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,10.0,179.0,0,Transient,115.07,0,0,Canceled,Amber Wright,colemanangela@example.net,316.629.9681x7548,4925903391926259,2024-09-10
City Hotel,0,3,2017,June,25,21,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,14.0,179.0,0,Transient,116.15,0,0,Check-Out,Joyce Solis,jamesbauer@example.net,623-935-2156x0232,3528281362090196,2024-08-24
City Hotel,1,83,2017,October,43,22,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,12.0,179.0,0,Transient,100.69,0,2,Canceled,Victoria Larson,wlyons@example.com,968-279-2718x5513,4937016507216717,2024-11-15
Resort Hotel,1,194,2017,March,12,23,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,239.0,179.0,0,Transient,123.16,0,2,Canceled,Stephanie Salazar,jhicks@example.net,959.679.7808,4184929644840399,2024-10-18
City Hotel,0,12,2017,August,31,4,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,11.0,80.0,0,Transient-Party,78.82,0,0,Check-Out,Kathy Rivas,katherine49@example.org,878-567-9393,2535171060447231,2025-02-21
City Hotel,0,424,2017,June,25,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,0,Transient-Party,69.0,0,0,Canceled,Stephanie Manning,shawkatherine@example.org,001-249-595-7202,3509685682911746,2025-11-03
City Hotel,0,195,2017,May,20,16,2,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,179.0,0,Transient,206.2,0,0,Check-Out,David Wright,james71@example.com,521-504-8114x68138,4108674918397188,2026-02-15
Resort Hotel,1,292,2017,June,25,20,0,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,179.0,0,Contract,82.83,0,0,Canceled,Pamela Boyd,erin85@example.org,738-463-4923,4030707205202,2025-01-16
Resort Hotel,0,88,2017,November,46,18,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,88.0,179.0,0,Transient,45.94,0,0,Check-Out,Denise Jones,garrettbeth@example.net,001-749-337-1041x7628,6526110826187519,2024-04-17
Resort Hotel,0,2,2017,September,38,23,0,1,2,0.0,0,BB,,Online TA,Direct,0,0,0,E,D,0,No Deposit,11.0,179.0,0,Transient,63.95,0,3,Check-Out,Devon Flores,jeffreyhawkins@example.org,5309164040,6011800264877504,2024-06-02
City Hotel,0,281,2017,May,21,21,1,0,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,65,Transient-Party,101.29,0,0,Check-Out,Brenda Hall,monicabarnett@example.com,001-362-311-8806x90438,4296748145606959,2024-12-25
Resort Hotel,1,44,2017,July,27,3,2,6,3,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,238.0,179.0,0,Transient,237.42,1,0,Canceled,Michelle Brown,millsstephanie@example.net,382-719-9120x6244,180047644076120,2025-10-18
Resort Hotel,0,38,2017,July,27,6,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,241.0,179.0,0,Group,112.83,1,1,Check-Out,Joshua Perry,debbie01@example.org,001-801-366-4150x99575,30397166099493,2025-03-01
City Hotel,1,416,2017,April,14,8,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,179.0,0,Transient,118.05,0,0,Canceled,Jason Stein,nathan83@example.net,534-331-5329,213168916294893,2026-01-06
Resort Hotel,1,33,2017,April,15,11,0,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,238.0,179.0,0,Transient,249.68,0,1,Canceled,Melissa Gates,davismike@example.org,593-692-8223x596,3501024683084386,2026-03-02
Resort Hotel,0,9,2017,December,50,9,2,3,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,378.0,179.0,0,Transient-Party,62.58,0,0,Check-Out,Jamie Smith,bradleysullivan@example.org,001-872-762-4719x391,676193439996,2025-07-11
City Hotel,0,50,2017,January,4,25,0,2,2,2.0,0,BB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,179.0,0,Transient,181.18,0,1,Check-Out,Paul Castaneda,carrjames@example.net,(277)530-8724,30401144151168,2024-06-03
Resort Hotel,0,2,2017,September,37,10,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,378.0,179.0,0,Transient,44.39,0,1,Check-Out,Jennifer Adkins,jasmineshepard@example.com,(848)700-2540x6467,4656785971766152670,2024-09-29
City Hotel,0,2,2017,July,31,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,E,1,No Deposit,16.0,45.0,0,Transient,53.19,0,0,Check-Out,Lindsey Walker,vincentwilliams@example.org,372-477-5329,6011386124390201,2025-05-26
City Hotel,1,278,2017,May,19,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,179.0,0,Contract,63.75,0,0,Canceled,Jeffrey Johnson,amyfields@example.net,565.256.4414,213106405113638,2026-01-20
City Hotel,0,8,2017,October,42,19,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,9.0,179.0,0,Transient-Party,131.58,0,2,Check-Out,Michael Powell,sherrygamble@example.org,2155903824,3585770788046022,2024-04-30
City Hotel,0,0,2017,October,42,21,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,14.0,181.0,0,Transient,53.46,0,0,Check-Out,John Anderson,allisoncampbell@example.com,6926283436,583612646617,2025-10-21
City Hotel,0,16,2017,January,4,25,1,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,179.0,0,Transient,138.39,0,2,Check-Out,Alyssa Long,mullinsrobert@example.com,(266)630-9066x958,4843350484636396,2024-04-10
City Hotel,0,56,2017,November,47,23,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Direct,1,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient-Party,85.54,0,0,Check-Out,Alyssa Day,vpowell@example.com,001-994-406-6446x51571,3563835668004106,2024-07-31
Resort Hotel,1,53,2017,April,17,22,0,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,179.0,0,Transient,228.11,0,0,Canceled,Joel Williams,jocelynstephens@example.com,001-630-602-8834x928,2381547031316669,2024-07-02
Resort Hotel,0,12,2017,November,46,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,1,A,A,1,No Deposit,14.0,45.0,0,Transient,46.6,0,1,Check-Out,Daniel Murphy,lopezjacob@example.com,650-674-2982x80379,4995229311184523838,2024-12-31
City Hotel,0,9,2017,March,10,5,2,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,6.0,179.0,0,Transient,252.0,0,2,Check-Out,Jamie Walton,rcarter@example.org,9009105689,4274926416170,2024-09-03
City Hotel,0,13,2017,August,31,1,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,25.0,179.0,0,Transient,92.59,0,0,Check-Out,Darlene Miller,bparker@example.com,+1-803-864-9644x221,374878385429755,2024-11-14
City Hotel,0,186,2017,June,26,25,2,3,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,109.13,0,1,Check-Out,Joshua Cooke,mwong@example.net,+1-789-828-6979x79348,213173389132794,2025-05-23
City Hotel,0,29,2017,June,25,18,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,19.0,179.0,0,Contract,67.55,1,0,Check-Out,Matthew Harrington,kathleengreene@example.com,857.222.3152,3593214518487057,2025-05-04
City Hotel,1,150,2017,March,10,5,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,179.0,0,Transient,140.31,0,0,Canceled,Nicole Herring,mallen@example.net,(279)348-1575x810,6559599597818197,2025-12-30
Resort Hotel,0,263,2017,January,3,15,1,2,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,180.0,179.0,0,Transient-Party,92.25,0,0,Check-Out,Alex Hernandez,april87@example.com,001-654-247-5124x5737,213149107299537,2024-10-09
Resort Hotel,0,145,2017,January,2,13,1,0,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,3,No Deposit,247.0,179.0,0,Transient,56.3,1,1,Check-Out,Michael Elliott,joseph92@example.com,001-802-303-2870x789,2286129176800611,2025-03-03
City Hotel,0,9,2017,October,40,5,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24.0,179.0,0,Transient,78.83,0,0,Check-Out,Michael Wang,qfox@example.org,483.422.5091x5573,3532367194816744,2026-03-16
City Hotel,0,2,2017,September,36,5,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,1,A,D,0,No Deposit,11.0,179.0,0,Transient-Party,90.07,0,0,Check-Out,Lawrence Adkins,sarah46@example.net,(623)426-0175,6011346622152396,2024-12-31
Resort Hotel,1,134,2017,November,48,28,1,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,243.0,179.0,0,Transient,44.24,0,0,Canceled,Robert Oconnell,tonyacarroll@example.net,(598)683-2099x1242,4366141417486,2025-10-22
Resort Hotel,1,201,2017,April,18,30,0,4,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,2.0,179.0,0,Transient-Party,201.68,0,0,Canceled,Alexander Collins,john55@example.com,+1-839-906-1845,4374085060385401556,2025-06-05
Resort Hotel,1,42,2017,August,32,10,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,237.0,179.0,0,Transient,62.48,0,1,Canceled,Tina Sanders,jcollins@example.org,(678)657-3023,6501920985404078,2025-12-08
City Hotel,0,12,2017,December,52,26,0,2,2,0.0,0,SC,FRA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,13.0,222.0,0,Transient,127.66,0,0,Check-Out,Angela Vaughn,alejandro26@example.net,571.946.7339x0921,3532143803383057,2024-06-16
Resort Hotel,0,0,2017,October,43,24,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,185.0,179.0,0,Transient,46.1,0,1,Check-Out,Ashley Barton,bradfordsheila@example.com,3188327403,503841954608,2026-01-25
City Hotel,0,25,2017,April,15,9,2,5,3,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,10.0,179.0,0,Transient,252.0,0,1,Canceled,Lindsay Martinez,kathy96@example.com,001-347-743-4188,30106651808213,2025-11-21
Resort Hotel,0,151,2017,November,45,8,3,6,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,179.0,0,Transient,136.85,0,1,Check-Out,Dr. Hannah Patterson,zcontreras@example.net,+1-476-351-5021x8645,4922218936459,2025-08-07
Resort Hotel,0,200,2017,May,21,22,3,7,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,28.0,179.0,0,Transient,141.17,0,1,Check-Out,Jonathan Peterson,benjamindavid@example.net,001-841-351-7638,3584471333766328,2025-04-27
City Hotel,0,51,2017,July,27,6,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,85.23,0,1,Check-Out,Samantha Garcia,maryray@example.org,+1-590-485-4030,6011554772108767,2024-12-25
Resort Hotel,0,2,2017,July,28,11,0,3,1,0.0,0,BB,,Corporate,Corporate,0,0,0,E,D,0,No Deposit,354.0,331.0,0,Transient,48.96,0,0,Check-Out,Madison Poole,elizabethsantos@example.net,(235)755-9953x972,3582956809645578,2025-05-05
City Hotel,0,21,2017,April,15,9,0,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,179.0,0,Transient,172.1,0,2,Check-Out,Jessica Gross,josephcastro@example.org,(800)964-2092x25973,4629141642295005,2025-10-09
Resort Hotel,1,100,2017,January,2,8,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,316.0,179.0,0,Transient,108.16,0,0,Canceled,Debra Morton,rebeccaperez@example.org,2715060113,4227251151536479,2024-10-26
Resort Hotel,1,1,2017,September,36,3,0,1,1,0.0,0,BB,,Corporate,Corporate,0,1,1,A,D,0,No Deposit,14.0,75.0,0,Transient,40.78,0,1,No-Show,Karen Graham,toddgrant@example.com,(923)623-5433,30313513360793,2025-11-24
Resort Hotel,0,0,2017,March,13,25,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,245.0,179.0,0,Transient,140.04,0,2,Check-Out,Debra Christian,zavalaemma@example.org,536-456-0267x41216,4524656929758058,2026-01-04
City Hotel,0,55,2017,March,10,4,1,4,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,9.0,179.0,0,Transient,125.31,0,2,Check-Out,Angelica Keith,xaviervasquez@example.com,659-562-2397x248,4098108585311739552,2025-03-07
City Hotel,0,37,2017,April,16,14,1,4,3,2.0,0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,9.0,179.0,0,Transient,230.76,0,3,Check-Out,John Bishop,tyler30@example.com,001-560-399-6079,3535559136991331,2025-11-07
City Hotel,0,0,2017,September,38,23,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,127.0,179.0,0,Transient,82.62,1,1,Check-Out,Allen Rosales,mark65@example.net,3518507108,565456569997,2025-08-22
City Hotel,0,193,2017,December,50,13,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,11.0,179.0,0,Transient,103.67,0,1,Check-Out,Daniel Salinas,pbates@example.net,001-553-759-8515x32092,3544309765113057,2024-04-27
City Hotel,0,59,2017,May,18,4,3,2,1,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,180.0,179.0,0,Transient,113.74,0,0,Check-Out,Spencer Haynes,margaret78@example.com,442.249.5015,213169231819562,2024-11-08
City Hotel,0,52,2017,November,45,7,1,1,2,0.0,0,BB,DEU,Groups,Direct,0,0,0,A,A,1,No Deposit,11.0,179.0,0,Transient-Party,118.53,0,0,Check-Out,Adam Vaughan,brownmichael@example.org,5644861577,213172147068985,2025-04-13
